,S288c_R64-1-1.fasta,saccharomyces_arboricola.fasta,saccharomyces_eubayanus.fasta,saccharomyces_kudriavzevii.fasta,saccharomyces_mikatae.fasta,saccharomyces_paradoxus.fasta,saccharomyces_uvarum.fasta
YNL111C,1,1,1,1,1,1,1
YNL112W,1,1,1,1,1,1,1
YNL113W,1,1,1,1,1,1,1
YNL114C,1,0,0,0,0,0,0
YNL115C,1,1,1,1,1,1,1
YNL116W,1,0,1,0,0,1,1
YNL117W,2,2,2,2,2,2,2
YNL118C,1,1,1,1,1,1,1
YNL119W,1,1,1,1,1,1,1
YNL120C,1,0,0,0,0,0,0
YNL121C,1,1,1,1,1,1,1
YNL122C,1,0,1,1,1,1,1
YNL123W,1,1,1,1,1,1,1
YNL124W,1,1,0,1,1,1,0
YNL125C,1,1,1,1,1,1,1
YNL126W,1,1,1,0,1,1,1
YNL127W,1,1,1,0,1,1,1
YNL128W,1,1,1,0,1,0,0
YNL129W,1,0,1,1,0,1,0
YNL130C,1,1,1,1,1,1,1
YNL130C-A,1,0,0,0,0,0,0
YNL131W,1,1,0,1,1,1,1
YNL132W,1,1,1,1,1,1,1
YNL133C,1,0,0,0,1,1,0
YNL135C,1,1,1,0,1,1,1
YNL136W,1,0,0,0,0,1,0
YNL137C,1,1,1,1,1,1,1
YNL138W,1,1,1,1,1,1,1
YNL138W-A,1,0,0,0,1,0,0
YNL139C,1,1,1,1,1,1,1
YNL140C,1,0,0,0,0,0,0
YNL141W,1,1,1,1,1,1,1
YJR010C-A,1,1,1,0,0,1,1
YJR010W,1,1,1,1,1,1,1
YJR011C,1,1,1,1,1,1,1
YJR012C,1,0,0,1,0,0,0
YJR013W,1,1,1,1,1,1,1
YJR014W,1,0,0,0,0,1,1
YJR015W,1,1,1,1,1,1,1
YJR016C,1,1,1,1,1,0,0
YJR017C,1,1,1,0,0,0,0
YJR018W,1,0,0,0,0,0,0
YJR019C,1,1,1,1,0,0,0
YJR020W,1,1,1,1,1,0,1
YJR021C,1,1,0,0,1,0,0
YJR022W,1,1,1,1,1,0,1
YJR023C,1,0,0,0,0,0,0
YJR024C,1,1,1,1,0,0,1
YJR025C,1,0,0,1,1,0,0
YJR030C,1,0,0,0,0,1,0
YJR031C,1,1,1,1,1,1,1
YJR032W,1,1,1,1,1,1,1
YJR033C,1,1,1,1,1,1,1
YJR034W,1,1,1,1,1,1,1
YJR035W,1,1,1,1,1,1,1
YJR036C,1,1,1,1,1,1,1
YJR037W,1,0,0,0,0,0,0
YJR038C,1,0,0,0,0,0,0
YJR039W,1,0,0,0,1,1,0
YJR040W,1,1,1,1,1,1,1
YJR041C,1,1,1,1,1,1,1
YJR042W,1,1,1,1,1,1,1
YJR043C,1,1,1,1,1,1,1
YJR044C,1,1,1,1,1,1,1
YJR046W,1,1,1,1,1,1,1
YJR047C,2,2,2,2,2,2,2
YJR048W,2,2,2,2,2,2,2
YJR049C,1,1,1,1,1,1,1
YJR050W,1,1,1,1,1,1,1
YJR051W,1,1,1,1,1,1,1
YJR052W,1,0,0,0,1,0,0
YJR053W,1,0,0,0,1,0,0
YJR054W,1,1,1,0,1,0,1
YJR055W,1,0,0,0,1,1,0
YJR056C,1,1,1,1,1,1,1
YJR057W,1,1,1,1,1,1,1
YJR058C,1,1,1,1,1,1,1
YJR059W,1,1,1,1,1,1,1
YJR060W,1,1,1,1,1,1,1
YJR061W,1,1,1,1,1,1,1
YJR062C,1,1,1,1,1,1,1
YJR063W,1,0,1,1,0,0,1
YJR064W,1,1,1,1,1,1,1
YJR065C,1,1,1,1,1,1,1
YJR066W,1,1,1,1,1,1,1
YJR067C,1,1,1,1,1,1,1
YJR068W,1,1,1,1,1,1,1
YJR069C,1,1,0,1,1,1,1
YJR070C,1,1,0,1,1,0,0
YJR071W,1,0,0,0,0,0,0
YJR072C,1,1,0,1,1,0,0
YJR073C,1,1,1,1,0,0,1
YJR074W,1,1,1,1,0,0,1
YJR075W,1,1,1,1,1,1,1
YJR076C,1,1,1,1,1,1,1
YJR077C,1,1,1,1,1,1,1
YJR078W,1,1,1,1,1,1,1
YJR079W,1,0,0,0,0,0,0
YJR080C,1,0,0,1,0,0,0
YJR082C,1,0,0,0,0,0,0
YJR083C,1,0,0,1,0,0,0
YJR084W,1,1,1,1,1,1,1
YJR085C,1,1,1,1,1,1,1
YJR086W,1,1,1,1,1,1,1
YJR087W,1,0,0,0,0,0,0
YJR088C,1,1,1,1,1,1,1
YJR089W,1,0,0,0,0,1,0
YJR090C,1,1,1,1,1,1,1
YJR091C,1,1,1,1,1,1,1
YJR092W,1,0,0,0,1,1,0
YJR093C,1,1,0,0,1,1,0
YJR094C,1,1,0,0,1,1,0
YJR095W,1,1,1,1,1,1,1
YJR096W,1,1,1,1,1,1,1
YJR097W,1,0,1,1,1,1,0
YJR098C,1,1,1,1,1,1,1
YPR036W-A,1,1,1,1,1,1,1
YPR037C,1,1,1,1,1,1,1
YPR038W,1,0,0,0,0,0,0
YPR039W,1,0,0,0,0,0,0
YPR040W,1,1,0,1,0,0,1
YPR041W,1,1,1,1,1,1,1
YPR042C,1,1,1,1,1,1,1
YPR043W,2,2,2,2,2,2,2
YPR044C,1,0,0,0,0,0,0
YPR045C,1,1,1,1,1,1,1
YPR046W,1,0,0,0,0,0,0
YPR047W,1,0,0,0,0,1,0
YPR048W,1,1,0,0,0,1,0
YPR049C,1,1,1,1,1,1,1
YPR050C,1,0,0,0,0,0,0
YPR051W,1,1,1,1,1,1,1
maker-Sbay_6-snap-gene-2.123-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_6-snap-gene-2.124-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_6-augustus-gene-4.180-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_6-processed-gene-4.108-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_6-processed-gene-4.98-mRNA-1_1,0,0,0,0,0,0,1
augustus_masked-Sbay_7-processed-gene-0.9-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_7-processed-gene-0.47-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_7-processed-gene-0.104-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_7-processed-gene-0.120-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_7-processed-gene-1.73-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_7-processed-gene-1.34-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_7-processed-gene-2.100-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_7-processed-gene-3.73-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_7-processed-gene-3.146-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_7-processed-gene-3.80-mRNA-1_1,0,0,1,0,0,0,1
maker-Sbay_7-snap-gene-3.6-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_7-processed-gene-3.155-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_7-snap-gene-3.5-mRNA-1_1,0,0,0,0,0,0,1
augustus_masked-Sbay_7-processed-gene-4.119-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_7-processed-gene-4.75-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_7-processed-gene-4.29-mRNA-1_1,0,1,1,1,0,0,1
genemark-Sbay_7-processed-gene-5.90-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_7-processed-gene-5.143-mRNA-1_1,0,0,0,0,0,0,1
augustus_masked-Sbay_7-processed-gene-5.26-mRNA-1_1,0,0,1,0,0,0,1
augustus_masked-Sbay_7-processed-gene-5.47-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_7-processed-gene-5.100-mRNA-1_1,0,0,1,1,0,0,1
genemark-Sbay_7-processed-gene-6.59-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_7-processed-gene-7.54-mRNA-1_1,0,0,1,0,0,0,1
augustus_masked-Sbay_7-processed-gene-7.17-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_7-processed-gene-8.60-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_7-processed-gene-8.137-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_7-processed-gene-8.74-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_7-processed-gene-9.79-mRNA-1_1,0,0,1,0,0,0,1
YDR158W,1,1,1,1,1,1,1
YDR159W,1,1,1,1,1,1,1
YDR160W,1,0,1,1,0,1,1
YDR161W,1,0,0,0,0,1,0
YDR162C,1,1,1,1,1,1,1
YDR163W,1,0,0,0,0,0,0
YDR164C,1,1,1,1,1,1,1
YDR165W,1,1,1,1,1,1,1
YDR166C,1,1,1,1,1,1,1
YDR167W,1,0,1,1,1,0,1
YDR168W,1,1,1,1,1,1,1
YDR169C,1,1,1,1,1,1,1
YDR169C-A,1,0,0,0,0,0,0
YDR170C,1,1,1,1,1,1,1
YDR171W,1,1,1,1,1,1,1
YDR172W,1,1,1,1,1,1,1
YDR173C,1,1,1,1,1,1,1
YDR174W,1,1,1,1,1,1,1
YDR175C,1,1,1,1,1,1,1
YDR176W,1,1,1,1,1,1,1
YDR177W,1,1,1,1,1,1,1
YDR178W,1,1,1,1,1,1,1
YDR179C,1,0,0,1,1,1,0
YDR179W-A,1,0,0,0,1,1,0
YDR180W,1,1,1,1,1,1,1
YDR181C,1,0,0,0,1,1,0
YDR182W,1,1,1,1,1,1,1
YDR182W-A,1,0,0,0,0,0,0
YDR183C-A,1,0,0,0,0,0,0
YDR183W,1,0,0,0,0,0,0
YDR184C,1,1,1,1,1,1,1
YDR185C,1,0,1,0,0,1,1
YDR186C,1,1,1,1,1,1,1
YDR187C,1,0,0,0,0,0,0
YDR188W,1,1,0,0,1,1,0
YDR189W,1,1,1,1,1,1,1
YDR190C,1,1,1,1,1,1,1
YDR191W,1,1,1,1,1,1,1
YDR192C,1,0,0,0,0,1,0
YDR193W,1,0,0,0,0,0,0
YDR194C,1,1,1,1,1,1,1
YDR194W-A,1,0,0,0,0,0,0
YDR195W,1,1,1,1,1,1,1
YDR196C,1,1,1,1,1,1,1
YDR197W,1,1,1,1,1,1,1
YDR198C,1,0,0,1,0,1,1
YDR199W,1,0,0,0,0,0,0
YDR200C,1,1,1,1,1,1,1
YDR201W,1,1,1,1,1,1,1
YDR202C,1,1,1,1,1,1,1
YDR203W,1,0,0,0,0,0,0
YDR204W,1,0,0,0,1,1,0
YDR205W,1,1,1,1,1,1,1
YDR206W,1,0,0,1,1,1,0
YDR207C,1,1,1,1,1,1,1
YDR208W,1,1,1,1,1,1,0
YDR209C,1,0,0,0,0,0,0
YDR210W,1,1,0,1,0,1,1
YDR211W,1,1,1,1,1,1,1
YDR212W,1,1,1,1,1,1,1
YDR213W,1,1,1,1,1,1,1
YDR214W,1,1,0,1,1,0,1
YDR215C,1,0,0,0,0,0,0
YDR216W,1,1,1,1,1,1,1
YDR217C,1,0,0,0,1,1,0
YDR218C,1,1,1,1,0,0,1
YDR219C,1,1,1,1,1,1,1
snap_masked-NC_026173.1-processed-gene-0.100-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026173.1-processed-gene-0.63-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026173.1-processed-gene-0.114-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026173.1-processed-gene-0.77-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026173.1-processed-gene-1.24-mRNA-1_1,0,1,1,0,0,0,1
maker-NC_026173.1-snap-gene-1.4-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026173.1-processed-gene-1.177-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026173.1-processed-gene-1.71-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026173.1-snap-gene-1.7-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026173.1-processed-gene-1.239-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026173.1-processed-gene-1.240-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026173.1-processed-gene-1.244-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026173.1-processed-gene-1.245-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026173.1-processed-gene-1.246-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026173.1-processed-gene-1.89-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026173.1-processed-gene-1.253-mRNA-1_1,0,1,0,0,0,0,0
augustus_masked-NC_026173.1-processed-gene-1.128-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026173.1-processed-gene-1.257-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026173.1-processed-gene-1.258-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026173.1-processed-gene-1.264-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-0.81-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-0.29-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-0.82-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-0.84-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-0.33-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-0.34-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026174.1-snap-gene-0.66-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026174.1-snap-gene-0.65-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-0.35-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-0.50-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-1.88-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-1.72-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-1.79-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-1.59-mRNA-1_1,0,1,1,0,0,0,1
snap_masked-NC_026174.1-processed-gene-1.134-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-2.15-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-2.133-mRNA-1_1,0,1,1,0,0,0,0
genemark-NC_026174.1-processed-gene-3.69-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-3.18-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-3.46-mRNA-1_1,0,1,0,0,1,1,0
snap_masked-NC_026174.1-processed-gene-4.1-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-4.8-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-4.38-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-4.39-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-4.42-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-4.17-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-4.20-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-5.118-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-5.120-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-5.103-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-6.17-mRNA-1_1,0,1,1,1,0,0,1
snap_masked-NC_026174.1-processed-gene-6.103-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-6.126-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-6.135-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-6.33-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-7.17-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-7.25-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-8.47-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-8.75-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-8.19-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-9.87-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-9.94-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-9.124-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026174.1-processed-gene-10.100-mRNA-1_1,0,1,1,1,0,0,1
genemark-NC_026174.1-processed-gene-10.133-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-10.23-mRNA-1_1,0,1,0,0,0,0,0
augustus_masked-NC_026174.1-processed-gene-10.172-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026174.1-processed-gene-10.65-mRNA-1_1,0,1,0,0,0,0,0
augustus_masked-NC_026175.1-processed-gene-0.104-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026175.1-processed-gene-0.32-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026175.1-augustus-gene-0.40-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026175.1-processed-gene-0.85-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026175.1-processed-gene-1.48-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026175.1-processed-gene-1.105-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026175.1-processed-gene-1.134-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026175.1-processed-gene-2.18-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026175.1-processed-gene-2.16-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026175.1-processed-gene-2.17-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026175.1-processed-gene-2.125-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026175.1-processed-gene-3.50-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026175.1-snap-gene-3.98-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026175.1-processed-gene-3.12-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026175.1-processed-gene-3.64-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026175.1-processed-gene-3.41-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026175.1-snap-gene-3.100-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026175.1-processed-gene-4.4-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026175.1-processed-gene-4.6-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026175.1-processed-gene-4.8-mRNA-1_1,0,1,0,0,0,0,0
augustus_masked-NC_026175.1-processed-gene-4.182-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026176.1-processed-gene-0.40-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026176.1-processed-gene-0.41-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026176.1-processed-gene-0.42-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026176.1-processed-gene-0.61-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026176.1-processed-gene-0.62-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026176.1-processed-gene-0.65-mRNA-1_1,0,1,0,0,0,0,0
augustus_masked-NC_026176.1-processed-gene-0.86-mRNA-1_1,0,1,1,1,1,1,1
snap_masked-NC_026176.1-processed-gene-0.67-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026176.1-processed-gene-0.69-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026176.1-processed-gene-0.48-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026176.1-processed-gene-1.97-mRNA-1_1,0,1,0,0,0,0,0
YAL063C,3,0,0,0,0,0,0
YAL063C-A,1,0,0,0,0,0,0
YAL064W,1,0,0,0,0,0,0
YAL064W-B,1,0,0,0,0,0,0
YAL065C,1,0,0,0,0,0,0
YAL066W,1,0,0,0,0,0,0
YAL067C,1,1,1,0,1,1,1
YAL068W-A,10,0,0,0,0,0,0
YAL069W,1,0,0,0,0,0,0
YAR002C-A,1,1,1,1,1,1,1
YAR002W,1,0,0,0,1,1,0
YAR003W,1,1,1,1,1,1,1
YAR007C,1,1,1,1,1,1,1
YAR008W,1,1,1,1,1,1,1
YAR014C,1,1,1,1,1,1,1
YAR015W,1,1,1,1,1,1,1
YAR018C,1,0,1,0,1,0,1
YAR019C,1,1,1,1,1,1,1
YAR019W-A,1,0,0,0,0,0,0
YAR020C,1,1,0,0,1,0,0
YAR023C,1,0,0,0,1,1,0
YAR027W,1,0,0,0,0,1,0
YAR028W,1,0,0,0,0,0,0
snap_masked-Spar_12-processed-gene-5.119-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-5.120-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-6.78-mRNA-1_1,0,0,0,0,0,1,0
genemark-Spar_12-processed-gene-7.60-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-7.42-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-8.60-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-8.91-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_12-snap-gene-8.1-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_12-processed-gene-9.101-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-0.96-mRNA-1_1,0,0,0,0,0,1,0
augustus_masked-Spar_13-processed-gene-0.4-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-0.97-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_13-snap-gene-0.1-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-1.129-mRNA-1_1,0,0,0,0,0,1,0
genemark-Spar_13-processed-gene-1.62-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-1.136-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-2.48-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-3.33-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-3.25-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-3.47-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-4.65-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-4.66-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_13-snap-gene-5.144-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-5.5-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-5.27-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-7.114-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_13-processed-gene-7.154-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_14-processed-gene-0.47-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_14-processed-gene-0.71-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_14-processed-gene-0.59-mRNA-1_1,0,0,0,0,1,1,0
snap_masked-Spar_14-processed-gene-4.10-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_14-processed-gene-5.49-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_14-processed-gene-5.34-mRNA-1_1,0,0,0,0,0,1,0
genemark-Spar_14-processed-gene-5.107-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_14-processed-gene-6.113-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_14-processed-gene-6.150-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-0.18-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-1.28-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-2.67-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-2.91-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-3.104-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-3.96-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-3.100-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-3.102-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_15-snap-gene-4.3-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-4.21-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-4.43-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-4.44-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-4.48-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-4.50-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-5.71-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-6.121-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-7.69-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-7.72-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-7.118-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-8.111-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-8.114-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-8.125-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-8.108-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-9.81-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-9.97-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-9.100-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-9.70-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-9.105-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_15-processed-gene-9.107-mRNA-1_1,0,0,0,0,0,1,0
augustus_masked-Spar_16-processed-gene-0.72-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_16-processed-gene-0.55-mRNA-1_1,0,0,0,0,0,1,0
genemark-Spar_16-processed-gene-0.3-mRNA-1_1,0,0,0,0,0,1,0
maker-Spar_16-snap-gene-0.100-mRNA-1_1,0,0,0,0,0,1,0
genemark-Spar_16-processed-gene-0.23-mRNA-1_1,0,0,0,0,0,2,0
snap_masked-Spar_16-processed-gene-0.62-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_16-processed-gene-0.67-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_16-processed-gene-1.40-mRNA-1_1,0,0,0,0,0,1,0
